Antecedent,Consequent,support,confidence,coverage,lift,count,conviction,cosine,jaccard,Fisher,hlift,hconf
"{Body_LEAN_nmf=1,Body_forward_nmf=1,head_forward_nmf=1} ", {Verb_Dom_gc=1},5%,50%,0.098360656,1.414998,146,1.289322,0.26290052,0.121971596,0.00,1.2066116,1
"{Eyebrows_Furrowed_nmf=1,Eyegaze_dn_nmf=1,Head_TURN_nmf=1} ", {CA_gc=1},3%,56%,0.050184008,1.604832,84,1.479668,0.21236919,0.075743913,0.00,1.2727273,1
"{Head_PUSH_nmf=1,head_latral_nmf=1} ", {CA_gc=1},1%,68%,0.021077283,1.956003,43,2.05082,0.16774749,0.040451552,0.00,1.3870968,0.9999999
"{Body_latral_nmf=1,Head_TURN_nmf=1} ", {CA_gc=1},9%,44%,0.201739712,1.268924,267,1.168409,0.33667468,0.193618564,0.00,1.1361702,0.9999999
"{Body_latral_nmf=1,Head_TURN_nmf=1,head_latral_nmf=1} ", {CA_gc=1},9%,44%,0.201739712,1.268924,267,1.168409,0.33667468,0.193618564,0.00,1.1361702,0.9999999
"{Body_forward_nmf=1,head_forward_nmf=1} ", {CA_gc=1},5%,49%,0.098360656,1.413391,145,1.28463,0.26184976,0.121644295,0.00,1.1983471,0.9999999
"{Body_LEAN_nmf=1,Body_forward_nmf=1,head_forward_nmf=1} ", {CA_gc=1},5%,49%,0.098360656,1.413391,145,1.28463,0.26184976,0.121644295,0.00,1.1983471,0.9999999
"{Eyebrows_Furrowed_nmf=1,Eyegaze_dn_nmf=1,Eyegaze_sl_nmf=1} ", {CA_gc=1},3%,55%,0.054198729,1.574406,89,1.444804,0.21651617,0.079749104,0.00,1.2714286,0.9999999
"{EyeAp_WD_nmf=1,Head_TURN_nmf=1} ", {CA_gc=1},3%,53%,0.06423553,1.522441,102,1.388915,0.2279331,0.090026478,0.00,1.2439024,0.9999999
"{EyeAp_WD_nmf=1,Head_TURN_nmf=1,head_latral_nmf=1} ", {CA_gc=1},3%,53%,0.06423553,1.522441,102,1.388915,0.2279331,0.090026478,0.00,1.2439024,0.9999999
"{Body_forward_nmf=1,Body_latral_nmf=1,Head_TILT_nmf=1} ", {Verb_Dom_gc=1},1%,77%,0.013047842,2.191831,30,2.812535,0.14832051,0.028355388,0.00,1.4285714,0.9999999
"{Body_forward_nmf=1,Eyegaze_dn_nmf=1,Head_TURN_nmf=1} ", {CA_gc=1},2%,61%,0.032452325,1.743098,59,1.661901,0.18549149,0.054579093,0.00,1.3111111,0.9999999
"{Eyegaze_dn_nmf=1,Eyegaze_sl_nmf=1,head_forward_nmf=1} ", {CA_gc=1},3%,53%,0.06557377,1.505992,103,1.372114,0.22780698,0.090669014,0.00,1.2261905,0.9999999
"{Eyegaze_sr_nmf=1,Head_TURN_nmf=1} ", {CA_gc=1},8%,45%,0.169287387,1.291296,228,1.185012,0.3138466,0.172596518,0.00,1.1457286,0.9999999
"{Eyegaze_sr_nmf=1,Head_TURN_nmf=1,head_latral_nmf=1} ", {CA_gc=1},8%,45%,0.169287387,1.291296,228,1.185012,0.3138466,0.172596518,0.00,1.1457286,0.9999999
"{Body_LEAN_nmf=1,head_forward_nmf=1} ", {Verb_Dom_gc=1},7%,46%,0.161592506,1.297854,220,1.191975,0.30907322,0.167682927,0.00,1.1458333,0.9999999
"{Body_LEAN_nmf=1,Eyegaze_dn_nmf=1,Head_PUSH_nmf=1} ", {Verb_Dom_gc=1},3%,56%,0.047842088,1.594059,80,1.473233,0.20655429,0.071942446,0.00,1.2698413,0.9999999
"{Body_LEAN_nmf=1,Eyegaze_up_nmf=1} ", {Verb_Dom_gc=1},3%,53%,0.066242891,1.496644,104,1.367141,0.22819861,0.090988626,0.00,1.2235294,0.9999998
"{EyeAp_WD_nmf=1,Eyegaze_dn_nmf=1,head_forward_nmf=1} ", {CA_gc=1},1%,66%,0.021746403,1.895818,43,1.923568,0.16514659,0.040375587,0.00,1.34375,0.9999998
"{Body_forward_nmf=1,Eyebrows_Furrowed_nmf=1,Head_TURN_nmf=1} ", {CA_gc=1},1%,66%,0.021746403,1.895818,43,1.923568,0.16514659,0.040375587,0.00,1.34375,0.9999998
"{Body_forward_nmf=1,Head_TURN_nmf=1} ", {CA_gc=1},3%,53%,0.059217129,1.521935,94,1.388392,0.21877569,0.08348135,0.00,1.2368421,0.9999998
