Antecedent,Consequent,support,confidence,coverage,lift,count,conviction,cosine,jaccard,Fisher,hlift,hconf
"{NMF_Cheeks=0,NMF_EyeAp=1,NMF_Eyegaze=0} ", {NMF_Eyebrows=0},0.014051522,0.60869565,0.023084644,1.279459,42,1.339764,0.13408338,0.028985507,0.02,1,0.9828841
"{NMF_Head=0,Fully_Lex=0} ", {NMF_Eyegaze=0},0.003680161,0.06358382,0.057878889,2.04357,11,1.034674,0.08672178,0.043137255,0.02,1,0.9830186
"{NMF_Cheeks=1,NMF_Eyebrows=1,Partly_Lex=0} ", {Fully_Lex=1},0.004014721,0.75,0.005352961,1.643512,12,2.17464,0.08122955,0.00877193,0.02,1,0.9832471
"{NMF_EyeAp=1,NMF_Eyegaze=0} ", {NMF_Body=0},0.011709602,0.5,0.023419204,1.351266,35,1.259953,0.12578865,0.030674847,0.02,1,0.9832675
"{NMF_CA=1,NMF_Head=0,Non_Lex=0} ", {NMF_Eyebrows=1},0.014386082,0.66153846,0.021746403,1.261862,43,1.405608,0.13473402,0.027061045,0.02,1,0.983475
"{NMF_Cheeks=0,NMF_Head=0,Fully_Lex=0} ", {NMF_Eyegaze=0},0.003680161,0.06395349,0.057544329,2.055451,11,1.035083,0.08697351,0.043307087,0.02,1,0.9836837
"{NMF_Cheeks=1,NMF_Eyebrows=0,Partly_Lex=0} ", {Fully_Lex=1},0.00301104,0.81818182,0.003680161,1.792922,9,2.99013,0.0734749,0.00658858,0.02,1,0.9836859
"{NMF_EyeAp=0,NMF_Head=1,Fully_Lex=0} ", {Non_Lex=1},0.011040482,0.06021898,0.183338909,1.428528,33,1.019222,0.12558518,0.051482059,0.02,1,0.9837433
"{NMF_Eyebrows=0,NMF_Eyegaze=0,Non_Lex=0} ", {NMF_EyeAp=1},0.014051522,0.73684211,0.019069923,1.242901,42,1.547206,0.13215391,0.023503078,0.02,1,0.983776
"{NMF_Cheeks=0,NMF_Eyebrows=0,NMF_Eyegaze=0} ", {NMF_EyeAp=1},0.014051522,0.73684211,0.019069923,1.242901,42,1.547206,0.13215391,0.023503078,0.02,1,0.983776
"{NMF_Cheeks=1,NMF_EyeAp=1,Partly_Lex=1} ", {NMF_CA=1},0.006022081,0.54545455,0.011040482,1.563148,18,1.432319,0.09702271,0.017013233,0.02,1,0.9843258
"{NMF_CA=1,NMF_EyeAp=0} ", {Non_Lex=1},0.009033121,0.06367925,0.141853463,1.510613,27,1.022989,0.11681418,0.051625239,0.02,1,0.9844919
"{NMF_Body=1,NMF_CA=1,NMF_Eyebrows=1} ", {Non_Lex=1},0.009033121,0.06367925,0.141853463,1.510613,27,1.022989,0.11681418,0.051625239,0.02,1,0.9844919
"{NMF_Body=1,NMF_EyeAp=1,NMF_Eyebrows=0} ", {NMF_Cheeks=1},0.006691201,0.04415011,0.151555704,1.629194,20,1.017838,0.10440911,0.038910506,0.02,1,0.9845466
"{NMF_EyeAp=1,NMF_Eyebrows=0,NMF_Eyegaze=0} ", {NMF_Head=0},0.003680161,0.25581395,0.014386082,2.017488,11,1.173365,0.08616658,0.02676399,0.02,1,0.984547
"{NMF_CA=0,NMF_Cheeks=1} ", {NMF_Body=1},0.012378722,0.78723404,0.015724323,1.249624,37,1.73911,0.12437344,0.019545695,0.02,1,0.9846607
"{NMF_CA=0,NMF_Cheeks=1,Non_Lex=0} ", {NMF_Body=1},0.012378722,0.78723404,0.015724323,1.249624,37,1.73911,0.12437344,0.019545695,0.02,1,0.9846607
"{NMF_CA=0,NMF_Cheeks=1,NMF_Eyegaze=1} ", {NMF_Body=1},0.012378722,0.78723404,0.015724323,1.249624,37,1.73911,0.12437344,0.019545695,0.02,1,0.9846607
"{NMF_EyeAp=1,Fully_Lex=0} ", {NMF_Cheeks=1},0.012378722,0.03677932,0.336567414,1.357202,37,1.01005,0.12961648,0.035238095,0.02,1,0.9848252
"{NMF_Body=0,Partly_Lex=0,Fully_Lex=1} ", {NMF_Eyegaze=0},0.009033121,0.04655172,0.194044831,1.496162,27,1.016191,0.1162541,0.041795666,0.02,1,0.9849433
"{NMF_CA=1,Partly_Lex=1,Fully_Lex=1} ", {NMF_Eyebrows=1},0.005687521,0.77272727,0.007360321,1.473951,17,2.093275,0.09155943,0.010814249,0.01,1,0.9850664
"{NMF_Eyegaze=0,Fully_Lex=1} ", {NMF_Eyebrows=0},0.009367681,0.65116279,0.014386082,1.368724,28,1.502866,0.11323326,0.019485038,0.01,1,0.9850912
"{NMF_Eyegaze=0,Fully_Lex=1,Non_Lex=0} ", {NMF_Eyebrows=0},0.009367681,0.65116279,0.014386082,1.368724,28,1.502866,0.11323326,0.019485038,0.01,1,0.9850912
"{NMF_Cheeks=0,NMF_Eyegaze=0,Fully_Lex=1} ", {NMF_Eyebrows=0},0.009367681,0.65116279,0.014386082,1.368724,28,1.502866,0.11323326,0.019485038,0.01,1,0.9850912
"{NMF_CA=0,NMF_Eyegaze=0,Partly_Lex=0} ", {NMF_Eyebrows=0},0.009367681,0.65116279,0.014386082,1.368724,28,1.502866,0.11323326,0.019485038,0.01,1,0.9850912
"{NMF_Head=0,Partly_Lex=0,Fully_Lex=0} ", {NMF_CA=0},0.011709602,0.81395349,0.014386082,1.250209,35,1.875585,0.1209936,0.017911975,0.01,1,0.9851279
"{NMF_Body=1,NMF_Eyebrows=0,NMF_Eyegaze=1} ", {NMF_Cheeks=1},0.011040482,0.03801843,0.290398126,1.402927,33,1.011351,0.12445478,0.036026201,0.01,1,0.9852245
"{NMF_Cheeks=1,NMF_Eyebrows=1,Non_Lex=1} ", {NMF_CA=1},0.00133824,1,0.00133824,2.865772,4,       NA,0.06192811,0.003835091,0.01,1,0.9852292
"{NMF_Cheeks=1,NMF_EyeAp=1,Non_Lex=1} ", {NMF_CA=1},0.00133824,1,0.00133824,2.865772,4,       NA,0.06192811,0.003835091,0.01,1,0.9852292
