Antecedent,Consequent,support,confidence,coverage,lift,count,conviction,cosine,jaccard,Fisher,hlift,hconf
{NMF_Head_TILT=1} , {NMF_Eyegaze_dn=1},18.30%,46%,0.393108063,1.222651,546,1.158075,0.47259002,0.309348442,0,1.1446541,1
{NMF_Eyegaze_dn=1} , {NMF_Head_TILT=1},18.30%,48%,0.380060221,1.222651,546,1.168524,0.47259002,0.309348442,0,1.1446541,1
{NMF_Eyegaze_camera=1} , {NMF_Head_TURN=0},14.70%,74%,0.197724992,1.219251,439,1.51936,0.42317091,0.222503801,0,1.1402597,1
{NMF_Head_TURN=0} , {NMF_Eyegaze_camera=1},14.70%,24%,0.609233857,1.219251,439,1.057122,0.42317091,0.222503801,0,1.1402597,1
{NMF_Eyegaze_sl=1} , {NMF_Head_TURN=1},17.20%,48%,0.358648377,1.229407,515,1.172529,0.4602443,0.298550725,0,1.1469933,1
{NMF_Head_TURN=1} , {NMF_Eyegaze_sl=1},17.20%,44%,0.390766143,1.229407,515,1.147165,0.4602443,0.298550725,0,1.1469933,1
{NMF_Head_Nod=1} , {NMF_EyeAp_blink=1},3.40%,45%,0.075945132,1.913212,102,1.389492,0.25551635,0.123337364,0,1.5,1
{NMF_EyeAp_blink=1} , {NMF_Head_Nod=1},3.40%,15%,0.234861158,1.913212,102,1.081144,0.25551635,0.123337364,0,1.5,1
{NMF_Body_latral=0} , {NMF_Body_Shoulder=1},5.10%,8%,0.62629642,1.393641,151,1.024783,0.26533893,0.079725449,0,1.2276423,1
{NMF_Body_Shoulder=1} , {NMF_Body_latral=0},5.10%,87%,0.057878889,1.393641,151,2.938669,0.26533893,0.079725449,0,1.2276423,1
{NMF_CA=1} , {NMF_Eyegaze_sl=1},15.6%,45%,0.348946136,1.245755,466,1.159324,0.44070337,0.282595512,0,1.1563275,1
{NMF_Eyegaze_sl=1} , {NMF_CA=1},15.60%,43%,0.358648377,1.245755,466,1.151699,0.44070337,0.282595512,0,1.1563275,1
{NMF_Eyegaze_up=1} , {NMF_Eyegaze_sl=1},6.10%,54%,0.112077618,1.514808,182,1.404267,0.30370476,0.148571429,0,1.3,1
{NMF_Eyegaze_sl=1} , {NMF_Eyegaze_up=1},6.10%,17%,0.358648377,1.514808,182,1.069498,0.30370476,0.148571429,0,1.3,1
{NMF_Head_PUSH=1} , {NMF_Body_LEAN=1},7.80%,67%,0.115088658,1.373186,232,1.562945,0.32647185,0.146835443,0,1.2275132,1
{NMF_Body_LEAN=1} , {NMF_Head_PUSH=1},7.80%,16%,0.491134159,1.373186,232,1.051011,0.32647185,0.146835443,0,1.2275132,1
{NMF_EyeAp_CLOSED=1} , {NMF_Eyegaze_sl=0},5.30%,87%,0.06055537,1.352461,157,2.704807,0.26653197,0.080886141,0,1.2076923,1
{NMF_Eyegaze_sl=0} , {NMF_EyeAp_CLOSED=1},5.30%,8%,0.641351623,1.352461,157,1.023247,0.26653197,0.080886141,0,1.2076923,1
{NMF_EyeAp_WD=1} , {NMF_Eyegaze_camera=1},4.40%,34%,0.132820341,1.694336,133,1.206451,0.27457605,0.155555556,0,1.3854167,1
{NMF_Eyegaze_camera=1} , {NMF_EyeAp_WD=1},4.40%,23%,0.197724992,1.694336,133,1.119003,0.27457605,0.155555556,0,1.3854167,1
{NMF_Head_TURN=0} , {NMF_Head_Nod=1},6.20%,10%,0.609233857,1.330479,184,1.027919,0.28618701,0.098712446,0,1.1870968,1
{NMF_Head_Nod=1} , {NMF_Head_TURN=0},6.20%,81%,0.075945132,1.330479,184,2.062882,0.28618701,0.098712446,0,1.1870968,1
{NMF_Eyegaze_up=1} , {NMF_Head_forward=0},9.60%,86%,0.112077618,1.208677,288,2.057936,0.34126241,0.132535665,0,1.125,1
{NMF_Head_forward=0} , {NMF_Eyegaze_up=1},9.60%,14%,0.711274674,1.208677,288,1.027053,0.34126241,0.132535665,0,1.125,1
{NMF_Eyegaze_camera=1} , {NMF_Head_latral=0},12.40%,63%,0.197724992,1.238511,371,1.324757,0.39207924,0.213832853,0,1.1415385,1
{NMF_Head_latral=0} , {NMF_Eyegaze_camera=1},12.40%,24%,0.506858481,1.238511,371,1.062453,0.39207924,0.213832853,0,1.1415385,1
{NMF_Eyegaze_hands=1} , {NMF_Eyegaze_dn=0},2.80%,92%,0.030110405,1.4876,83,4.886489,0.20324465,0.044623656,0,1.2575758,1
{NMF_Eyegaze_dn=0} , {NMF_Eyegaze_hands=1},2.80%,4%,0.619939779,1.4876,83,1.01537,0.20324465,0.044623656,0,1.2575758,1
{NMF_Head_back=1} , {NMF_Eyegaze_camera=1},4.00%,33%,0.121445299,1.685843,121,1.203413,0.26123918,0.145258103,0,1.3595506,1
{NMF_Eyegaze_camera=1} , {NMF_Head_back=1},4.00%,20%,0.197724992,1.685843,121,1.104736,0.26123918,0.145258103,0,1.3595506,1
{NMF_Eyegaze_sl=0} , {NMF_Eyegaze_hands=1},2.80%,4%,0.641351623,1.45526,84,1.014336,0.20223065,0.043681747,0,1.2352941,1
{NMF_Eyegaze_hands=1} , {NMF_Eyegaze_sl=0},2.80%,93%,0.030110405,1.45526,84,5.379726,0.20223065,0.043681747,0,1.2352941,1
{NMF_Eyegaze_sr=1} , {NMF_CA=1},12.10%,44%,0.274339244,1.261639,361,1.163103,0.39035354,0.240346205,0,1.1533546,1
{NMF_CA=1} , {NMF_Eyegaze_sr=1},12.1%,35%,0.348946136,1.261639,361,1.109772,0.39035354,0.240346205,0,1.1533546,1
{NMF_Eyegaze_up=1} , {NMF_Body_latral=1},6.00%,53%,0.112077618,1.429819,179,1.344931,0.29262002,0.140612726,0,1.2344828,1
{NMF_Body_latral=1} , {NMF_Eyegaze_up=1},6.00%,16%,0.37370358,1.429819,179,1.057366,0.29262002,0.140612726,0,1.2344828,1
{NMF_Eyegaze_up=1} , {NMF_Head_TURN=1},6.20%,55%,0.112077618,1.405582,184,1.351612,0.29415349,0.139499621,0,1.218543,1
{NMF_Head_TURN=1} , {NMF_Eyegaze_up=1},6.20%,16%,0.390766143,1.405582,184,1.053957,0.29415349,0.139499621,0,1.218543,1
{NMF_Eyegaze_dh=1} , {NMF_Eyegaze_sl=0},1.80%,98%,0.018735363,1.531364,55,20.084309,0.16786402,0.028675704,0,1.25,1
{NMF_Eyegaze_sl=0} , {NMF_Eyegaze_dh=1},1.80%,3%,0.641351623,1.531364,55,1.010249,0.16786402,0.028675704,0,1.25,1
{NMF_Body_LEAN=1} , {NMF_EyeAp_WD=1},8.40%,17%,0.491134159,1.292439,252,1.046891,0.33009752,0.156230626,0,1.1612903,1
{NMF_EyeAp_WD=1} , {NMF_Body_LEAN=1},8.40%,63%,0.132820341,1.292439,252,1.39324,0.33009752,0.156230626,0,1.1612903,1
{NMF_Head_PUSH=1} , {NMF_Head_back=1},2.70%,23%,0.115088658,1.914921,80,1.144783,0.22639011,0.127591707,0,1.4545455,1
{NMF_Head_back=1} , {NMF_Head_PUSH=1},2.70%,22%,0.121445299,1.914921,80,1.135063,0.22639011,0.127591707,0,1.4545455,1
{NMF_Eyegaze_sr=1} , {NMF_Body_latral=1},12.70%,46%,0.274339244,1.236796,379,1.164542,0.39600958,0.243260591,0,1.1347305,1
{NMF_Body_latral=1} , {NMF_Eyegaze_sr=1},12.70%,34%,0.37370358,1.236796,379,1.098324,0.39600958,0.243260591,0,1.1347305,1
{NMF_CA=0} , {fs_gc=1},1.80%,3%,0.651053864,1.508543,55,1.009805,0.16660854,0.028248588,0,1.25,1
{fs_gc=1} , {NMF_CA=0},1.80%,98%,0.018735363,1.508543,55,19.540984,0.16660854,0.028248588,0,1.25,1
{NMF_Head_Shake=1} , {NMF_Head_TILT=0},2.20%,92%,0.024422884,1.512309,67,4.782815,0.18411736,0.036813187,0,1.2407407,1
{NMF_Head_TILT=0} , {NMF_Head_Shake=1},2.20%,4%,0.606891937,1.512309,67,1.012992,0.18411736,0.036813187,0,1.2407407,1
{NMF_CA=1} , {Gesture_gc=1},2.0%,6%,0.348946136,1.868982,60,1.028379,0.19369356,0.055813953,0,1.3953488,1
{Gesture_gc=1} , {NMF_CA=1},2.00%,65%,0.030779525,1.868982,60,1.87178,0.19369356,0.055813953,0,1.3953488,1
{NMF_Body_forward=1} , {NMF_CA=1},8.30%,46%,0.179658749,1.318148,247,1.205572,0.33004082,0.185296324,0,1.1706161,1
{NMF_CA=1} , {NMF_Body_forward=1},8.3%,24%,0.348946136,1.318148,247,1.074894,0.33004082,0.185296324,0,1.1706161,1
{NMF_Eyebrows_Raised=1} , {NMF_Eyegaze_camera=1},6.80%,27%,0.24924724,1.384881,204,1.104796,0.30743853,0.180212014,0,1.2071006,1
{NMF_Eyegaze_camera=1} , {NMF_Eyebrows_Raised=1},6.80%,35%,0.197724992,1.384881,204,1.146498,0.30743853,0.180212014,0,1.2071006,1
{NMF_Eyegaze_sr=1} , {NMF_Eyegaze_dn=1},12.70%,46%,0.274339244,1.222528,381,1.157974,0.39475613,0.241904762,0,1.1238938,1
{NMF_Eyegaze_dn=1} , {NMF_Eyegaze_sr=1},12.70%,34%,0.380060221,1.222528,381,1.091855,0.39475613,0.241904762,0,1.1238938,1
{NMF_EyeAp_SQ=1} , {NMF_Eyegaze_camera=1},7.00%,27%,0.259284041,1.363902,209,1.098521,0.30881735,0.180639585,0,1.1875,1
{NMF_Eyegaze_camera=1} , {NMF_EyeAp_SQ=1},7.00%,35%,0.197724992,1.363902,209,1.145977,0.30881735,0.180639585,0,1.1875,1
{NMF_Eyegaze_up=1} , {NMF_Head_latral=1},7.10%,64%,0.112077618,1.289327,213,1.391784,0.30311572,0.133458647,0,1.1513514,1
{NMF_Head_latral=1} , {NMF_Eyegaze_up=1},7.10%,14%,0.493141519,1.289327,213,1.037905,0.30311572,0.133458647,0,1.1513514,1
{NMF_EyeAp_WD=1} , {NMF_Body_forward=1},3.70%,28%,0.132820341,1.570287,112,1.142721,0.24256918,0.136253041,0,1.2727273,1
{NMF_Body_forward=1} , {NMF_EyeAp_WD=1},3.70%,21%,0.179658749,1.570287,112,1.095707,0.24256918,0.136253041,0,1.2727273,1
{NMF_Head_PUSH=1} , {NMF_Eyegaze_dn=1},5.90%,51%,0.115088658,1.353825,177,1.277002,0.28314238,0.135840368,0,1.1721854,1
{NMF_Eyegaze_dn=1} , {NMF_Head_PUSH=1},5.90%,16%,0.380060221,1.353825,177,1.048237,0.28314238,0.135840368,0,1.1721854,1
{NMF_Head_forward=1} , {NMF_Eyegaze_hands=1},1.70%,6%,0.288725326,1.924166,50,1.029538,0.17940864,0.055370986,0,1.3888889,1
{NMF_Eyegaze_hands=1} , {NMF_Head_forward=1},1.70%,56%,0.030110405,1.924166,50,1.600368,0.17940864,0.055370986,0,1.3888889,1
{NMF_Head_Nod=1} , {NMF_Body_LEAN=0},5.10%,67%,0.075945132,1.324531,153,1.506587,0.26038376,0.095924765,0,1.1590909,1
{NMF_Body_LEAN=0} , {NMF_Head_Nod=1},5.10%,10%,0.508865841,1.324531,153,1.027403,0.26038376,0.095924765,0,1.1590909,1
{NMF_Body_Shoulder=1} , {NMF_EyeAp_SQ=1},2.50%,43%,0.057878889,1.672012,75,1.30759,0.20482707,0.085910653,0,1.2931034,1
{NMF_EyeAp_SQ=1} , {NMF_Body_Shoulder=1},2.50%,10%,0.259284041,1.672012,75,1.043063,0.20482707,0.085910653,0,1.2931034,1
{NMF_Body_LEAN=0} , {NMF_Eyegaze_Inter=1},8.50%,17%,0.508865841,1.228222,255,1.037427,0.32370208,0.152329749,0,1.1135371,1
{NMF_Eyegaze_Inter=1} , {NMF_Body_LEAN=0},8.50%,63%,0.136500502,1.228222,255,1.309691,0.32370208,0.152329749,0,1.1135371,1
{NMF_Eyegaze_up=1} , {NMF_Eyegaze_sr=1},4.40%,39%,0.112077618,1.436287,132,1.197519,0.25185153,0.129032258,0,1.2,1
{NMF_Eyegaze_sr=1} , {NMF_Eyegaze_up=1},4.40%,16%,0.274339244,1.436287,132,1.05828,0.25185153,0.129032258,0,1.2,1
{NMF_Head_back=1} , {NMF_Body_LEAN=1},7.50%,61%,0.121445299,1.250829,223,1.319416,0.30548404,0.138681592,0,1.120603,1
{NMF_Body_LEAN=1} , {NMF_Head_back=1},7.50%,15%,0.491134159,1.250829,223,1.035918,0.30548404,0.138681592,0,1.120603,1
{NMF_CA=0} , {DM_gc=1},1.70%,3%,0.651053864,1.449029,50,1.008172,0.15568998,0.025654182,0,1.1904762,1
{DM_gc=1} , {NMF_CA=0},1.70%,94%,0.017731683,1.449029,50,6.164715,0.15568998,0.025654182,0,1.1904762,1
{NMF_EyeAp_SQ=1} , {NMF_Eyegaze_up=1},4.20%,16%,0.259284041,1.439095,125,1.058677,0.24532215,0.126903553,0,1.1904762,1
{NMF_Eyegaze_up=1} , {NMF_EyeAp_SQ=1},4.20%,37%,0.112077618,1.439095,125,1.181618,0.24532215,0.126903553,0,1.1904762,1
{NMF_Head_latral=0} , {NMF_Head_Shake=1},1.90%,4%,0.506858481,1.540513,57,1.013717,0.17139854,0.037230568,0,1.212766,1
{NMF_Head_Shake=1} , {NMF_Head_latral=0},1.90%,78%,0.024422884,1.540513,57,2.249958,0.17139854,0.037230568,0,1.212766,1
{NMF_EyeAp_CLOSED=1} , {NMF_Eyebrows_Furrowed=0},5.20%,86%,0.06055537,1.203811,156,2.05646,0.25065618,0.072055427,0,1.0909091,1
{NMF_Eyebrows_Furrowed=0} , {NMF_EyeAp_CLOSED=1},5.20%,7%,0.715958515,1.203811,156,1.013312,0.25065618,0.072055427,0,1.0909091,1
{NMF_EyeAp_WD=1} , {NMF_CA=1},6.00%,45%,0.132820341,1.299342,180,1.191099,0.27972746,0.142857143,0,1.1320755,1
{NMF_CA=1} , {NMF_EyeAp_WD=1},6.0%,17%,0.348946136,1.299342,180,1.048051,0.27972746,0.142857143,0,1.1320755,1
{NMF_Head_TILT=1} , {NMF_Body_forward=1},8.60%,22%,0.393108063,1.222175,258,1.051146,0.32479821,0.177441541,0,1.0978723,1
{NMF_Body_forward=1} , {NMF_Head_TILT=1},8.60%,48%,0.179658749,1.222175,258,1.168104,0.32479821,0.177441541,0,1.0978723,1
{NMF_Eyegaze_dh=1} , {fs_gc=1},0.30%,14%,0.018735363,7.625,8,1.144809,0.14285714,0.076923077,0,2,1
{fs_gc=1} , {NMF_Eyegaze_dh=1},0.30%,14%,0.018735363,7.625,8,1.144809,0.14285714,0.076923077,0,2,1
{NMF_Eyegaze_sr=1} , {NMF_Body_Twist=1},4.10%,15%,0.274339244,1.383796,123,1.048944,0.23863035,0.120470127,0,1.1495327,1
{NMF_Body_Twist=1} , {NMF_Eyegaze_sr=1},4.10%,38%,0.108397457,1.383796,123,1.169722,0.23863035,0.120470127,0,1.1495327,1
