Body_Movement,CA,Cheeks,Eye_Aperture,Eyebrows,Eyegaze,Head_Movement
LEAN+forward,null,null,//,null,+sl & +dn > +sr & +dn,TILT+forward
null,null,null,null,null,+sl & +dn > +sr & +dn,TURN+sr
null,null,null,null,null,+sl & +dn > +sr & +dn,TURN+sl
LEAN+sl,CA:DOG,null,WD,null,+sl & +dn > +sr & +dn,TURN+sl > TILT+forward
LEAN+backward > LEAN+sl,CA:DOG,null,//,null,+sl & +dn > +sl & +up,TURN+sl
LEAN+sl,CA:WOMAN ,null,//,null,+sl & +dn > +sl,TURN+sr > TURN+sl > PUSH+backward
null,null,null,null,null,+sl & +dn > +sl,PUSH+forward
null,CD:HELEN,null,null,null,+sl & +dn > +sl,TILT+sl
LEAN+forward,CA:BOY,null,WD,null,+sl & +dn > +sl,TILT+forward
null,null,null,null,null,+sl & +dn > +interlocutor1,TURN+sl
null,null,null,//,null,+sl & +dn > +interlocutor1,TURN+sl
null,null,null,//,null,+sl & +dn > +interlocutor1,TURN+sl
LEAN+forward,null,null,null,null,+sl & +dn > +interlocutor1,TILT+forward
null,CA:BOY,null,null,null,+sl & +dn > +interlocutor1,TURN+sl > TURN+sl
LEAN+forward,CA:FATHER,null,null,null,+sl & +dn > +dn,TILT+sl > TILT+sr
LEAN+forward,null,null,null,null,+sl & +dn > +dn,TILT+sl > TILT+forward
SHOULDERS+hunched > LEAN+forward,CA:FATHER,null,//,null,+sl & +dn > +dn,TILT+forward > PUSH+forward
LEAN+sl,null,null,null,null,+sl & +dn > +dn,TURN+sl > TURN+sr
null,CA:WOMAN,null,SQ+,null,+sl & +dn > +dn,TURN+sl
LEAN+sl,null,null,null,null,+sl & +dn > +dn,TILT+forward > TILT+sr
LEAN+sr,null,null,//,null,+sl & +dn > +dn,TURN+sr
TWIST+sl,null,null,null,null,+sl & +dn > +camera,TURN+sl
LEAN+backward > LEAN+sl,null,null,//,null,+sl & +dn > +camera,TILT+sl > TURN+sl
TWIST+sl > LEAN+sl,null,null,SQ,null,+sl & +dn > +camera,TURN+sl & TILT+forward
LEAN+backward,null,null,//,null,+sl & +dn > +camera,TILT+forward > TILT+backward
TWIST+sl,CA:BOY,null,SQ,null,+sl & +dn,TURN+sl
TWIST+sl & LEAN+sl,null,null,SQ > //,null,+sl & +dn,TURN+sl
null,CA:WOMAN,null,//,null,+sl & +dn,TILT+backward
null,null,null,//,null,+sl & +dn,TILT+backward
LEAN+forward,null,null,null,null,+sl & +dn,null
LEAN+forward,null,null,null,null,+sl & +dn,TILT+backward
null,CA:WOMAN ,null,null,null,+sl & +dn,TURN+sl
null,CA:WOMAN ,null,null,null,+sl & +dn,TURN+sl
null,CA:WOMAN ,null,//,null,+sl & +dn,TURN+sl
null,CA:WOMAN ,null,//,null,+sl & +dn,TURN+sl
null,CA:WOMAN ,null,//,null,+sl & +dn,TURN+sl
null,CA:MAN,null,SQ,null,+sl & +dn,TILT+sr
null,CA:MAN,null,SQ,null,+sl & +dn,TILT+sr
null,null,null,SQ,null,+sl & +dn,TILT+sr
null,null,null,SQ,null,+sl & +dn,TILT+sr
null,null,null,SQ,null,+sl & +dn,TILT+sr
null,null,null,null,null,+sl & +dn,TILT+sr
null,CA:FRIEND,null,null,null,+sl & +dn,null
LEAN+backward,null,null,null,null,+sl & +dn,null
LEAN+backward,null,null,null,null,+sl & +dn,null
LEAN+backward,null,null,null,null,+sl & +dn,null
LEAN+backward,null,null,null,null,+sl & +dn,null
LEAN+backward,null,null,null,null,+sl & +dn,null
null,CA:MAN,null,null,null,+sl & +dn,TURN+sl > TILT+sl
null,null,null,null,null,+sl & +dn,TILT+sl
LEAN+forward,null,null,null,null,+sl & +dn,TILT+sl
LEAN+forward,null,null,null,null,+sl & +dn,TURN+sl > TILT+forward
null,null,null,//,null,+sl & +dn,TILT+forward
null,null,null,null,null,+sl & +dn,Headshake
LEAN+forward,null,null,//,null,+sl & +dn,PUSH+backward
LEAN+forward,null,null,null,null,+sl & +dn,TILT+forward
LEAN+forward > SHOULDERS+hunched,null,null,null,null,+sl & +dn,TILT+forward
SHOULDERS+hunched & LEAN+forward,null,null,null,null,+sl & +dn,TILT+forward
LEAN+forward,null,null,null,null,+sl & +dn,TILT+forward
LEAN+forward,null,null,//,null,+sl & +dn,TILT+forward
LEAN+forward,null,null,//,null,+sl & +dn,TILT+backward
null,null,null,null,null,+sl & +dn,TILT+backward
LEAN+backward,null,null,//,null,+sl & +dn,TURN+sr
null,null,null,null,null,+sl & +dn,TURN+sr
TWIST+sr,CA:DAD ,null,//,null,+sl & +dn,TURN+sl
TWIST+sl,CA:DAD ,null,null,null,+sl & +dn,TILT+forward
null,CA:DAD ,null,//,null,+sl & +dn,PUSH+forward
TWIST+sl,CA:DAD ,null,null,null,+sl & +dn,PUSH+forward
null,null,null,SQ+,null,+sl & +dn,TILT+forward
SHOULDERS+hunched > TWIST+sl,CA:FATHER,2 x Puffed,null,null,+sl & +dn,TILT+forward > TILT+sl
LEAN+forward,null,null,null,null,+sl & +dn,TILT+sl
LEAN+backward,null,null,null,null,+sl & +dn,TILT+forward
null,null,null,null,null,+sl & +dn,TILT+forward
LEAN+forward,null,null,//,null,+sl & +dn,TILT+backward
LEAN+forward,null,null,//,null,+sl & +dn,TILT+backward
null,null,null,//,null,+sl & +dn,TILT+backward
TWIST+sl,CA:HELEN,null,null,null,+sl & +dn,TURN+sl
TWIST+sl,null,null,null,null,+sl & +dn,TILT+forward
TWIST+sl,null,null,null,null,+sl & +dn,TILT+forward
LEAN+sl,null,null,null,null,+sl & +dn,TILT+forward
LEAN+sl,null,null,null,null,+sl & +dn,TILT+forward
null,CA:BOY,null,null,null,+sl & +dn,TILT+forward > TURN+sl
LEAN+forward > LEAN+sr,null,null,null,null,+sl & +dn,PUSH+forward > TILT+sl
TWIST+sr,CA:BOY  ,null,CLOSED,null,+sl & +dn,TILT+forward
null,null,null,//,null,+sl & +dn,TILT+forward
null,CA:WOMAN,null,null,null,+sl & +dn,TILT+forward
null,null,null,SQ+,null,+sl & +dn,TILT+forward > TURN+sl
null,null,null,null,null,+sl & +dn,TILT+backward
null,null,null,null,null,+sl & +dn,Headshake
null,null,null,null,null,+sl & +dn,null
null,null,null,null,null,+sl & +dn,TILT+forward
LEAN+forward,null,null,null,null,+sl & +dn,TILT+forward
LEAN+sl,null,null,CLOSED,null,+sl & +dn,TURN+sl
LEAN+sl,CA:DOG,null,CLOSED,null,+sl & +dn,TILT+forward
LEAN+sl > LEAN+sr,CA:DOG,null,WD,null,+sl & +dn,PUSH+forward > TILT+sr
LEAN+sr,CA:DOG,null,WD,null,+sl & +dn,TILT+sr
LEAN+sr,CA:DOG,null,WD,null,+sl & +dn,TILT+sr
LEAN+sr > TWIST+sl,CA:DOG,null,WD,null,+sl & +dn,TILT+sr & PUSH+forward > TURN+sl
LEAN+forward,CA:DOG,null,null,null,+sl & +dn,TILT+forward
LEAN+forward,CA:DOG,null,null,null,+sl & +dn,TILT+forward
TWIST+sl,null,null,null,null,+sl & +dn,TILT+backward
TWIST+sl,null,null,// > //,null,+sl & +dn,TURN+sl
LEAN+sr,null,null,null,null,+sl & +dn,TURN+sl
LEAN+sr,null,null,null,null,+sl & +dn,TURN+sl
LEAN+sr > LEAN+forward,null,null,null,null,+sl & +dn,TURN+sl
LEAN+forward,null,null,null,null,+sl & +dn,TURN+sl
LEAN+forward,null,null,null,null,+sl & +dn,TURN+sl
LEAN+sl,null,null,null,null,+sl & +dn,TURN+sl
LEAN+backward > LEAN+forward,CA:OWL,null,WD+ > WD,null,+sl & +dn,TILT+backward > TURN+sl
LEAN+sl,null,null,null,null,+sl & +dn,TURN+sl
LEAN+sl,null,null,null,null,+sl & +dn,TURN+sl
LEAN+sl,null,null,null,null,+sl & +dn,TURN+sl
LEAN+sl,null,null,null,null,+sl & +dn,TURN+sl
null,null,null,null,null,+sl & +dn,TURN+sl
LEAN+forward,null,null,null,null,+sl & +dn,null
LEAN+forward,CA:BOY,null,null,null,+sl & +dn,TILT+forward
LEAN+forward,CA:BOY,null,null,null,+sl & +dn,TILT+forward
LEAN+forward > LEAN+sr,null,null,null,null,+sl & +dn,TILT+forward > TILT+sr
LEAN+sr,null,null,null,null,+sl & +dn,TILT+sr
LEAN+sr,null,null,null,null,+sl & +dn,TILT+sr
LEAN+sr,null,null,null,null,+sl & +dn,TILT+sr
LEAN+sr,null,null,SQ,null,+sl & +dn,TILT+sr
LEAN+sr,null,2 x Puffed,SQ,null,+sl & +dn,TILT+sr
LEAN+forward,CA:BOY ,null,WD,null,+sl & +dn,TILT+forward
LEAN+forward,CA:BOY ,null,WD,null,+sl & +dn,TILT+forward
LEAN+forward,CA:BOY ,null,WD,null,+sl & +dn,TILT+forward
LEAN+forward,CA:BOY ,null,null,null,+sl & +dn,PUSH+forward
LEAN+sl,null,null,null,null,+sl & +dn,TURN+sl
LEAN+sl,null,null,//,null,+sl & +dn,TURN+sl
LEAN+sl,CA:BOY,null,null,null,+sl & +dn,TURN+sl
LEAN+sl,CA:BOY,null,null,null,+sl & +dn,TURN+sl
LEAN+sl,CA:BOY,null,null,null,+sl & +dn,TURN+sl > Headnod
LEAN+sl,CA:BOY,null,null,null,+sl & +dn,Headnod > TURN+sl
LEAN+forward,CA:BOY,null,//,null,+sl & +dn,Headnod > TURN+sl > Headnod
null,null,null,//,null,+sl & +dn,TURN+sr
LEAN+sr,null,null,null,null,+sl & +dn,TURN+sr > TURN+sl
LEAN+sr,null,null,null,null,+sl & +dn,TURN+sl
LEAN+sr,null,null,null,null,+sl & +dn,TURN+sl
LEAN+sr > LEAN+sl,CA:DOG,null,null,null,+sl & +dn,TURN+sl > Headnod > TURN+sl
LEAN+sl,null,null,null,null,+sl & +dn,TURN+sl
LEAN+sl,null,null,null,null,+sl & +dn,TURN+sl
LEAN+sl,CA:BOY ,null,null,null,+sl & +dn,Headnod
LEAN+sl,CA:BOY ,null,null,null,+sl & +dn,Headnod
LEAN+sl,CA:BOY ,null,null,null,+sl & +dn,Headnod
LEAN+sl,CA:BOY ,null,null,null,+sl & +dn,TURN+sl
LEAN+sl,CA:BOY ,null,null,null,+sl & +dn,TURN+sl
null,null,null,null,null,+sl & +dn,TURN+sl
SHOULDERS+hunched,CA:BOY,null,null,null,+sl & +dn,TURN+sl > TILT+forward
TWIST+sl > LEAN+forward,CA:BOY,null,WD,null,+sl & +dn,TILT+forward
null,null,null,null,null,+sl & +dn,TURN+sl
null,CA:BOY,null,null,null,+sl & +dn,TURN+sl
LEAN+sr,null,null,//,null,+sl & +dn,TURN+sl > TILT+forward
LEAN+sr,null,null,null,null,+sl & +dn,TILT+forward
LEAN+sl > LEAN+sr,null,2 x Puffed,WD,null,+sl & +dn,TURN+sl
LEAN+sr > LEAN+backward,null,2 x Puffed,null,null,+sl & +dn,TURN+sl > PUSH+backward
LEAN+sl,null,null,WD > SQ,null,+sl & +dn,TILT+forward
null,null,null,null,null,+sl & +camera,Headnod
SHOULDERS+hunched,null,null,null,null,+sl,PUSH+forward
SHOULDERS+hunched,CA:WOMAN ,null,null,null,+sl,TURN+sl
SHOULDERS+hunched,CA:WOMAN ,null,null,null,+sl,TURN+sl & TILT+backward
LEAN+sr,CA:WOMAN ,null,null,null,+sl,TILT+backward > TURN+sl
LEAN+sl,CA:WOMAN ,null,null,null,+sl,TURN+sl
LEAN+sl,CA:WOMAN ,null,null,null,+sl,TURN+sl
null,null,null,null,null,+sl,TURN+sl
null,CA:WOMAN,null,SQ,null,+sl,PUSH+backward
null,CA:WOMAN,null,//,null,+sl,PUSH+backward
LEAN+sl,CA:WOMAN,null,null,null,+sl,PUSH+backward
LEAN+sl,null,null,null,null,+sl,PUSH+backward
LEAN+sl > LEAN+sr,CA:WOMAN,null,null,null,+sl,TURN+sl
LEAN+backward,CA:WOMAN,2 x Puffed,//,null,+sl,TILT+sl > PUSH+backward
LEAN+backward,CA:WOMAN,null,null,null,+sl,TILT+sl
null,null,null,//,null,+sl,null
null,null,null,null,null,+sl,null
null,CD:WOMAN,null,null,null,+sl,TILT+backward
TWIST+sl,null,null,null,null,+sl,TURN+sl
LEAN+forward,null,null,null,null,+sl,null
null,null,null,null,null,+sl,null
LEAN+backward,null,null,null,null,+sl,null
LEAN+backward,null,null,null,null,+sl,null
LEAN+sl,null,null,//,null,+sl,Headnod
null,null,null,//,null,+sl,TURN+sl > TILT+backward
null,null,null,null,null,+sl,TILT+backward
null,null,null,null,null,+sl,TURN+sl
LEAN+forward,null,null,null,null,+sl,TILT+backward
null,null,null,null,null,+sl,TURN+sl
null,null,null,null,null,+sl,TURN+sl
null,null,null,null,null,+sl,TILT+forward
null,null,null,null,null,+sl,TURN+sl
null,null,null,null,null,+sl,TURN+sl
null,null,null,null,null,+sl,null
null,null,null,null,null,+sl,null
null,null,null,null,null,+sl,Headnod
null,null,null,null,null,+sl,Headnod
LEAN+sl,null,null,null,null,+sl,null
